sale_id,branch,sale_date,product_name,category,quantity,unit_price,discount_pct,payment_method,salesperson
3070, mirpur,2026-02-15,Tea 500g,Groceries,13,137.73,0.1,card,Lima Khatun
3071,mirpur,05/03/2026,Shampoo 200ml,Groceries,13,308,0,Cash,
3072,uttara ,2026-04-20,Salt 1kg ,Groceries,9,251,0.2,Nagad,Rahim Uddin
3073,dhaNMondi,13/01/2026,Tea 500g,Groceries,5,853,0.05,Bkash,Mehedi Hasan
3074,MoTIjheel ,2026-01-17,Flour 2kg,Groceries,12,170,0.25,card,Farhana Akter
3075,MIrpur,2026-03-09,LED Bulb 9W,Electronics,12,৳5217,10,CASH,
3076,Chattogram,13/01/2026,সাবান,Groceries,1,1060.24,25,NAGAD,Farhana Akter
3077,uttara,2026-01-13,Socks Pair,Clothing,14,৳453.86,15%,Card,
3078,uttara,07/02/2026,Rice 25kg ,Groceries,4,৳76.87,0%,bkash,NULL
3079,mirpur,02-16-2026,Toothpaste,Groceries,20,৳590.88,10,CASH,Sumaiya Sultana
3080,Dhanmondi ,03-25-2026,Panjabi,Clothing,6,1177.69,5,bKash,Nusrat Jahan
3081,cHattogrAM,02-01-2026,Rice 5kg,Groceries,4,840.31,0,Cash,Tanvir Hasan
3082,gulSHAN,09/02/2026,Rice 25kg,,9,৳953.29,10%,CARD,Shafiq Ahmed
3083,dHanmondI,13/04/2026,Electric Kettle,Electronics,11,"৳5,595.15",20,NAGAD,Lima Khatun
3084,mOtiJheeL,10/02/2026,Flour 2kg,Groceries,2,৳491.14,0,bKash,Nusrat Jahan
3085,DHANMONDI,2026-02-27,Flour 2kg,Groceries,19,1455.76,0.1,CASH,
3086,gulshan,01-12-2026,Iron,Electronics,18,"৳5,136",5,CARD,Lima Khatun
3087,chAttogRaM,03-03-2026,Garlic 500g,Groceries,17,"৳1,008",25%,CARD,Mehedi Hasan
3088,DHAnmONDI,2026-03-27,  ডাল,Groceries,8,1287.27,5,Nagad,Sumaiya Sultana
3089,Dhanmondi ,03-11-2026,Extension Cord,Electronics,13,"৳5,806.27",0.25,cash,Rahim Uddin
3090,motijheel,2026-01-02,Lentil (Masoor) 1kg,Groceries,7,"৳1,380",0.1,bKash,Jahid Islam
3091, DhanMondi,04-01-2026,Shampoo 200ml,Groceries,7,1398.33,0%,BKASH,Nusrat Jahan
3092,Dhanmondi ,28/03/2026,Rice 25kg,n/a,1,  ৳334.47 ,15%,cash,Lima Khatun
3093, Chattogram,10/04/2026,Garlic 500g,Groceries,20,"৳1,363.43",5%,CASH,Farhana Akter
3094,GULSHAN ,27/02/2026,Turmeric 200g,Groceries,8,  ৳912.10 ,15,Card,Nusrat Jahan
3095,mirPur,01-10-2026,Electric Kettle ,Electronics,18,৳5174,0.1,Card,
3096,cHaTToGrAm,07/02/2026,Rice 25kg,Groceries,9,৳918,5,card,Sabbir Rahman
3097,chattogram,02-16-2026,Electric Kettle ,n/a,15, 4887.99 ,10,CASH,Arif Chowdhury
3098,mirpur,09/03/2026,Onion 1kg,n/a,9,৳32.87,0.1,nagad,Sumaiya Sultana
3099,ChATToGrAM ,01-14-2026,Mustard Oil 1L ,Groceries,16,৳808.85,10%,Bkash,NULL
3100,DhanmOndi,04-12-2026,Lentil (Masoor) 1kg,Groceries,7,704.55,0%,CARD,Mehedi Hasan
3101, Chattogram,01-20-2026,  Electric Kettle  ,Electronics,17,5870,10,cash,Karim Hossain
3102,UTtARa,03-11-2026,Extension Cord,Electronics,20,955.55,0,BKASH,Rahim Uddin
3103,Motijheel,2026-03-30,Ginger 500g,Groceries,17,৳569,5%,bKash,Rahim Uddin
3104,gulSHaN,02-20-2026,Sugar 1kg,Groceries,7, 390.37 ,25%,Nagad,Nusrat Jahan
3105,GULSHAN ,23/04/2026,Toothpaste ,Groceries,20,৳949.02,20%,NAGAD,
3106,dHanmoNdi,01-12-2026,  Flour 2kg,Groceries,16,৳893,5,card,Nusrat Jahan
3107,mIrPUR,04-09-2026,Ginger 500g,N/A,8,৳795.38,25,CARD,Sumaiya Sultana
3108, ChATtogRaM,2026-03-06,Sugar 1kg,Groceries,2,৳551.98,5%,CASH,Rahim Uddin
3109,mirpur,01-22-2026,Garlic 500g,Groceries,15,৳1037,10,cash,Sumaiya Sultana
3110,Dhanmondi ,2026-03-06,Potato 1kg,Groceries,19,395.25,15%,bKash,Farhana Akter
3111,uTtAra,06/03/2026,Sugar 1kg,Groceries,18,৳810,0.15,cash,Tanvir Hasan
3112, motijheel,22/03/2026,Lungi,Clothing,6,3142.80,0.15,card,Lima Khatun
3113, gulshan ,31/01/2026,চাল,Groceries,12,836.62,0.05,Nagad,Rahim Uddin
3114,mIrPUr,2026-03-17,Rice 25kg,Groceries,1,  ৳366.38 ,20%,nagad,Sabbir Rahman
3115,MIRPUR,23/01/2026,Toothpaste,Groceries,17,৳1449.83,5%,Cash,Lima Khatun
3116,cHatToGRam,16/02/2026,Biscuit Pack,Groceries,14,৳873.02,5%,bKash,Lima Khatun
3117,Motijheel,15/04/2026,  Iron  ,Electronics,17,৳4803.85,25%,NAGAD,Arif Chowdhury
3118,uttARa,2026-04-10,তেল,Groceries,2,৳163,15,bKash,Sumaiya Sultana
3119, guLSHan,12/01/2026,Panjabi,Clothing,9,"  ৳3,395.64 ",0.05,bKash,
3120,CHATTOGRAM ,02-14-2026,Panjabi ,Clothing,19,"৳1,541.11",5,cash,Karim Hossain
3121,dhanmondi,2026-04-24,Iron,Electronics,16,"৳2,314.14",15,Card,Shafiq Ahmed
3122,mirpur,02-01-2026,চিনি,Groceries,11,384.26,0.1,Bkash,Karim Hossain
3123,DhanMoNdI ,26/01/2026,Mustard Oil 1L,Groceries,13,  ৳323.86 ,0.0,card,Mehedi Hasan
3124,cHattograM,21/02/2026,Shampoo 200ml,Groceries,11, 167.91 ,0.2,CARD,Shafiq Ahmed
3125,chattogram,15/04/2026,Rechargeable Fan,Electronics,18,"৳6,278.67",10,bKash,Shafiq Ahmed
3126,chattogram,2026-03-04,Flour 2kg,Groceries,9,৳700.69,0.1,Bkash,Lima Khatun
3127,Uttara,04-06-2026,Tea 500g,Groceries,10,995,5,CARD,Rahim Uddin
3128,Mirpur ,04-16-2026,  Lungi,-,2,991.99,15,NAGAD,
3129,Uttara,31/12/2025,Biscuit Pack,Groceries,5,1226,10,Nagad,
3130,MOTIJHEEL ,04-20-2026,Rice 5kg ,-,11,৳623.54,5%,Bkash,Nusrat Jahan
3131, gulshan ,02-09-2026,Socks Pair,Clothing,2,৳3794.62,10,bKash,NULL
3132, MIrPuR,03-19-2026,Soyabean Oil 1L,n/a,13,৳1467.66,25%,CARD,Arif Chowdhury
3133,dhANmonDi,01-11-2026,T-Shirt,Clothing,18,৳2787.11,0.05,Nagad,
3134,Chattogram,11/04/2026,LED Bulb 9W,,12,3608.53,20%,BKASH,Farhana Akter
3135, mirpur,2026-01-22,Rice 5kg,n/a,16,৳131.67,25%,nagad,NULL
3136,Mirpur ,03-27-2026,তেল,Groceries,8,৳140.64,0.2,CASH,Mehedi Hasan
3137,CHATTOGRAM ,2026-01-13,Soyabean Oil 1L,Groceries,15,৳51,15%,Card,Shafiq Ahmed
3138,DhANmonDi ,2026-03-06,Rice 5kg ,Groceries,13,৳316,20%,Bkash,Shafiq Ahmed
3139,uttara,02-08-2026,  Mustard Oil 1L,Groceries,13,৳686.15,0.2,Nagad,Lima Khatun
3140,motijheel,22/03/2026,Saree,Clothing,1,1971,15,CASH,Nusrat Jahan
3141,GULSHAN ,2026-03-23,Onion 1kg,Groceries,9,৳440.29,10,Card,Mehedi Hasan
3142,dhanmondi,2026-02-08,Tea 500g ,Groceries,19,1141,0.0,Bkash,Sabbir Rahman
3143, gulshan ,2026-02-19,Chili Powder 200g,-,10,86,0.1,nagad,Nusrat Jahan
3144,gulshan,2026-04-14,Bath Soap,Groceries,5,579,0,BKASH,Arif Chowdhury
3145,dhAnmOnDI,04-15-2026,Rechargeable Fan,Electronics,17,5617,0.15,Card,Jahid Islam
3146,DHANMONDI,2026-04-16,Lungi,Clothing,3,৳634.69,0.0,BKASH,Mehedi Hasan
3147,uttaRa,01-06-2026,  Panjabi,Clothing,14,3984,0.1,cash,Arif Chowdhury
3148,UTTARA ,09/04/2026,  Detergent 1kg  ,Groceries,2,1440,0.2,Nagad,Nusrat Jahan
3149, MIRPuR,04-04-2026,LED Bulb 9W,Electronics,7,৳3235.82,15%,cash,Shafiq Ahmed
3150,dHaNmOndi,03-18-2026,Socks Pair,Clothing,13, 4346.56 ,10%,CARD,Sabbir Rahman
3151,Uttara,02-01-2026,Detergent 1kg,,19,"৳1,367",20%,BKASH,Sabbir Rahman
3152,dHanmOnDi ,2026-03-15,Flour 2kg,null,16,1402.10,5%,card,Arif Chowdhury
3153,chattogram,01-05-2026,Saree,Clothing,6,2426.03,0.15,CARD,Karim Hossain
3154,CHATTOGRAM ,03-22-2026,Electric Kettle ,Electronics,10, 4909.50 ,10%,CASH,Nusrat Jahan
3155,mIrPur,26/02/2026,Garlic 500g,Groceries,1,1327,0,Nagad,
3156,DhAnmoNdI,01-25-2026,Sugar 1kg,Groceries,15,  ৳675.05 ,0.1,Cash,Nusrat Jahan
3157, uttara,02-08-2026,Panjabi,Clothing,12,৳3730.30,10,cash,Lima Khatun
3158,Gulshan,2026-01-14,Bath Soap ,Groceries,5,৳315.57,5,CASH,
3159,utTaRa ,09/03/2026,T-Shirt ,Clothing,9,"৳2,219",0.05,cash,Tanvir Hasan
3160, MirpUr,2026-01-10,Garlic 500g,Groceries,9,৳355.41,10%,nagad,Karim Hossain
3161,Motijheel,17/01/2026,Toothpaste ,Groceries,2,৳837,0.05,Bkash,
3162,uttara ,17/03/2026,Sugar 1kg ,Groceries,17,৳841.55,20,Cash,Karim Hossain
3163,UttAra,04-12-2026,Bath Soap,Groceries,5,608,25%,Card,Rahim Uddin
3164,Dhanmondi,2026-03-10,  Shampoo 200ml,Groceries,1, 879.29 ,15%,NAGAD,Mehedi Hasan
3165, mirpur,17/04/2026,Turmeric 200g,Groceries,5, 1074.18 ,0.1,BKASH,Karim Hossain
3166,gulshan,03-07-2026,Saree,Clothing,14, 1070.41 ,0.2,nagad,Farhana Akter
3167,Uttara,18/01/2026,Sugar 1kg ,Groceries,17,480,5%,bKash,
3168, Chattogram,2026-02-06,Socks Pair,Clothing,17, 4273.31 ,5,bKash,Mehedi Hasan
3169,gulshan,25/03/2026,চিনি,Groceries,14,800.81,0.25,BKASH,Nusrat Jahan
3170,gulshan,2026-02-01,Lungi,Clothing,8,"  ৳2,185.31 ",0.05,Bkash,Nusrat Jahan
3171,dhanmondi,2026-01-06,  Electric Kettle  ,n/a,13,"৳5,488",0.1,Bkash,Sabbir Rahman
3172,GULSHAN ,2026-02-03,Salt 1kg,Groceries,20,৳742.57,0.05,NAGAD,Sabbir Rahman
3173,MIRPUR,10/04/2026,Rice 25kg,Groceries,20,"৳1,439",5%,nagad,Lima Khatun
3174,chaTtogram,29/01/2026,Onion 1kg ,Groceries,9,1027.67,20%,Card,Sumaiya Sultana
3175,mirpur,17/02/2026,Mustard Oil 1L ,Groceries,16,৳616,5,cash,Sabbir Rahman
3176, Chattogram,12/04/2026,Rice 5kg,N/A,10, 363.31 ,0.25,Nagad,Sabbir Rahman
3177,mirpUr ,08/04/2026,Milk Powder 500g,n/a,12,"  ৳1,007.84 ",20%,cash,Sabbir Rahman
3178,MIRPUR,2026-01-31,Bath Soap,Groceries,12,529.50,0.15,cash,Tanvir Hasan
3179,mirpur,2026-04-17,Sugar 1kg ,n/a,2,৳207.34,5,BKASH,Farhana Akter
3180,motijheel,12/01/2026,T-Shirt,Clothing,4, 3780.61 ,20,CASH,Shafiq Ahmed
3181,uTtara ,02-14-2026,Iron,Electronics,11,4497,0.1,nagad,Sabbir Rahman
3182,gulshan,13/02/2026,Bath Soap,Groceries,4,1046.22,5,nagad,Tanvir Hasan
3183,chAttogram,04-09-2026,Rice 5kg,Groceries,12,৳1456.76,20%,Bkash,Karim Hossain
3184,motijheel,2026-03-14,Garlic 500g,Groceries,16,1191.16,25%,Nagad,Arif Chowdhury
3185,uttara ,01-07-2026,Garlic 500g ,,20,1305.11,25,bkash,Karim Hossain
3186,uTTArA ,03-10-2026,Biscuit Pack,Groceries,10,৳282,0%,Card,Sabbir Rahman
3187, gulshan ,04-10-2026,  Potato 1kg,,16,676.83,0%,CASH,Jahid Islam
3188,MoTijHEel ,04-12-2026,Milk Powder 500g,Groceries,19,434,0.0,NAGAD,Arif Chowdhury
3189,GULSHAN ,04-13-2026,Rice 25kg,null,15,৳372.74,0.0,Nagad,Rahim Uddin
3190,motijheEl,2026-04-11,Rechargeable Fan,Electronics,3,6175.96,10%,nagad,Shafiq Ahmed
3191,gULshan,2026-01-19,Lungi,Clothing,13,245.00,5%,Nagad,Farhana Akter
3192, gulshan ,04-22-2026,Bath Soap,Groceries,20,1309,0.05,Nagad,Karim Hossain
3193,MIRPUR,2026-02-12,Turmeric 200g ,,14,৳56.16,20%,nagad,Farhana Akter
3194,chattogram,2026-03-24,Onion 1kg,Groceries,19,৳376,25,CARD,Jahid Islam
3195, gulshan ,2026-01-06,Lungi,Clothing,4,৳2824,10,Bkash,Rahim Uddin
3196, DHANmONdi ,2026-01-15,Garlic 500g ,n/a,5,"৳1,437",10,Card,Lima Khatun
3197,mirpur,04-06-2026,Soyabean Oil 1L,Groceries,18,265,10%,Bkash,Karim Hossain
3198,Mirpur ,2026-03-21,Extension Cord,,10,2506.86,25%,Nagad,Sumaiya Sultana
3199, gulshan ,2026-01-14,Panjabi,Clothing,12,3296.04,0.05,Cash,Sabbir Rahman
3200,MIRPUR,30/01/2026,Sugar 1kg,Groceries,10,933,0.25,nagad,Rahim Uddin
3201,motijheel,03-01-2026,Rice 25kg,Groceries,4,৳82.19,0.05,card,Shafiq Ahmed
3202, gUlsHAN ,2026-03-01,T-Shirt,Clothing,13,1857,10,CASH,Tanvir Hasan
3203,Uttara,02/01/2026,Bath Soap,Groceries,16,৳753.65,0.15,Cash,Shafiq Ahmed
3204,mirPUr,2026-04-01,Rechargeable Fan,Electronics,11,৳4324.47,5%,nagad,Arif Chowdhury
3205,Gulshan,2026-02-17,Sugar 1kg,Groceries,2,৳397,0%,CARD,Mehedi Hasan
3206,Motijheel,2026-01-14,Onion 1kg,Groceries,18,247,20%,Nagad,Sumaiya Sultana
3207,motIJHEel ,2026-02-20,  Bath Soap,Groceries,6,787,5,Bkash,Karim Hossain
3208,Gulshan,2026-03-14,Saree,null,9,2444,10,CASH,Tanvir Hasan
3209,dhANmondi,11/03/2026,Panjabi,Clothing,6,৳2205.29,0%,bkash,Farhana Akter
3210,GuLShAN,2026-03-20,Rice 5kg,null,18,1368.64,0.2,BKASH,Mehedi Hasan
3211,dhanMOnDI,01/03/2026,Detergent 1kg,Groceries,17,126,0,Card,Jahid Islam
3212,chatToGram,2026-03-05,Detergent 1kg,Groceries,4,291,15%,nagad,Nusrat Jahan
3213,MIRPUR,2026-02-25,Electric Kettle,Electronics,14,1743.96,0.15,CASH,Arif Chowdhury
3214, motiJhEEL ,01-06-2026,Rice 5kg ,Groceries,1,  ৳433.45 ,0.05,card,Karim Hossain
3215,motijheel,2026-03-02,  Saree,Clothing,19,৳590.17,15%,Card,Sabbir Rahman
3216,Dhanmondi,09/02/2026,Ginger 500g,Groceries,15,1357.21,0.1,CASH,NULL
3217,gulShAn,22/03/2026,Onion 1kg ,Groceries,7,618.90,5,NAGAD,Jahid Islam
3218,mirpUr ,01-17-2026,LED Bulb 9W,Electronics,14,৳3438,0.1,cash,Tanvir Hasan
3219,gulshan,2026-03-20,Lungi,Clothing,9,3956,0.2,Bkash,Mehedi Hasan
3220,mOTIJhEel,04-15-2026,T-Shirt,N/A,6,1374,0.05,Card,Nusrat Jahan
3221,CHATTOGRAM ,08/01/2026,Onion 1kg,Groceries,9,৳329.33,25,Card,Sabbir Rahman
3222,MOTIJHEEL ,2026-01-18,Soyabean Oil 1L,Groceries,20,৳674,5,card,Lima Khatun
3223,DHANMONDI,12/04/2026,Rice 25kg,Groceries,3,৳990.67,0.05,Cash,Shafiq Ahmed
3224, Chattogram,18/02/2026,LED Bulb 9W,Electronics,4,"৳6,067",25%,bkash,Karim Hossain
3225,gulshan,17/03/2026,Rice 5kg,Groceries,10,1265,0.2,bkash,Rahim Uddin
3226, mirpur,04-15-2026,Socks Pair,Clothing,13,৳1790,10%,cash,Mehedi Hasan
3227, GULshAN,21/01/2026,Mustard Oil 1L,Groceries,11,৳568,0.2,CASH,Farhana Akter
3228,miRPUr,21/04/2026,Chili Powder 200g,Groceries,2,৳276.46,5,Bkash,Sumaiya Sultana
3229,mirpur,03/03/2026,Lungi,Clothing,4,৳575,20%,Nagad,Sumaiya Sultana
3230, motijheel,2026-03-24,Flour 2kg,Groceries,10,৳869.17,20,Nagad,Lima Khatun
3231,GULSHAN ,04-20-2026,Shampoo 200ml,Groceries,1,৳520,5%,card,Rahim Uddin
3232,mOtijhEEl,2026-03-13,  Biscuit Pack,Groceries,16,1241,15,Nagad,Nusrat Jahan
3233, miRpur,26/01/2026,T-Shirt,Clothing,16,৳1321,15%,bKash,Sumaiya Sultana
3234,dhanmonDi,28/02/2026,Ginger 500g,Groceries,16,৳751,20,NAGAD,Mehedi Hasan
3235,MOtijheel ,21/01/2026,  Salt 1kg,Groceries,16,৳877.68,25%,CASH,Tanvir Hasan
3236,utTAra,22/03/2026,Potato 1kg ,-,11,৳671.14,0.15,bKash,Rahim Uddin
3237,mirpur,2026-01-23,Rechargeable Fan,Electronics,17,"৳3,292.77",0.05,card,Jahid Islam
3238,gulshan,03-22-2026,LED Bulb 9W,Electronics,3, 2476.98 ,15,NAGAD,Mehedi Hasan
3239,Chattogram,03-20-2026,  Potato 1kg  ,Groceries,5,৳981.15,10,NAGAD,Arif Chowdhury
3240,MIRPUR,13/01/2026,Mustard Oil 1L,Groceries,2,৳191.21,25,CASH,Lima Khatun
3241,Chattogram,2026-03-26,Toothpaste,Groceries,6,৳86.37,0.25,Bkash,Sumaiya Sultana
3242,uttara,04/02/2026,Electric Kettle,N/A,5,188,10,Cash,Rahim Uddin
3243, UttArA,2026-01-29,Sugar 1kg,-,9,939,15,Cash,Lima Khatun
3244, motiJheEL,2026-01-03,Sugar 1kg,Groceries,15,৳214.94,25%,bKash,Jahid Islam
3245,DHANMONDI,10/03/2026,Flour 2kg ,Groceries,17,৳422.38,5,Nagad,Farhana Akter
3246,Mirpur ,29/03/2026,Panjabi ,Clothing,15,  ৳236.87 ,10,bkash,Nusrat Jahan
3247, mirpur,02-08-2026,Panjabi,Clothing,7,"৳2,894",20%,CARD,Lima Khatun
3248,dhanmondi,02-20-2026,Potato 1kg,Groceries,15,278.98,0.15,nagad,Karim Hossain
3249,DHANMONDI,10/01/2026,Potato 1kg,Groceries,14,1076,10%,nagad,Shafiq Ahmed
3250,motijheel,2026-04-22,Bath Soap,Groceries,7,৳642.03,5%,card,Karim Hossain
3251,gulshan,2026-01-19,Iron,-,8,"৳3,477",0.25,card,Mehedi Hasan
3252,Chattogram,2026-01-13,  Salt 1kg,Groceries,3,৳164,10,Card,Jahid Islam
3253,Motijheel,01/03/2026,Electric Kettle,Electronics,9,5304,5,Bkash,Tanvir Hasan
3254,Chattogram,2026-03-29,  Toothpaste,Groceries,16,৳1064.64,20,nagad,Mehedi Hasan
3255,uttARA,04/01/2026,Electric Kettle,Electronics,12,766.08,10%,Card,Nusrat Jahan
3256, gulshan ,02-11-2026,  Biscuit Pack,Groceries,20, 60.72 ,0.1,Card,Arif Chowdhury
3257,Chattogram,03-03-2026,Potato 1kg,Groceries,6,577.70,0.1,Card,Mehedi Hasan
3258,Motijheel,2026-04-15,Rice 25kg ,Groceries,7,"৳1,424.77",0.15,Nagad,
3259,Chattogram,2026-03-14,  Soyabean Oil 1L,Groceries,2,৳1062.15,20%,card,Mehedi Hasan
3260,motijheel,22/04/2026,Bath Soap,Groceries,20,591,0.05,Bkash,Lima Khatun
3261,CHATTOGRAM ,2026-03-21,Salt 1kg,Groceries,4,৳70,0.05,Card,Sabbir Rahman
3262,Motijheel,25/01/2026,Shampoo 200ml,Groceries,13,356.25,0.25,card,Rahim Uddin
3263,Dhanmondi ,02-01-2026,  Panjabi,Clothing,20,৳3275.73,0.1,cash,Arif Chowdhury
3264,chattogram,18/04/2026,Salt 1kg,Groceries,15,৳33,15%,card,Sumaiya Sultana
3265, dHAnMONdI,2026-03-07,Chili Powder 200g,Groceries,16,959.75,20,Nagad,Sabbir Rahman
3266, GulShan,27/01/2026,  Saree,Clothing,14,1500.98,10,BKASH,Mehedi Hasan
3267,Dhanmondi,03-24-2026,Onion 1kg,,5,৳465.59,5%,Bkash,Sumaiya Sultana
3268,Chattogram,01-19-2026,Lungi,Clothing,18,222.80,5,CARD,Nusrat Jahan
3269,chattograM,03/03/2026,Extension Cord,Electronics,18,"  ৳5,755.35 ",5,CASH,Arif Chowdhury
3270, mIRPUr,11/04/2026,  Ginger 500g  ,Groceries,10,  ৳404.61 ,25,NAGAD,Sumaiya Sultana
3271,UTTARA ,2026-03-05,Milk Powder 500g,Groceries,7,1161.67,10,Cash,Lima Khatun
3272,Dhanmondi,03-16-2026,Milk Powder 500g,Groceries,9,৳465.59,0.05,NAGAD,Farhana Akter
3273,UTTArA,07/04/2026,Toothpaste,Groceries,15,1368,0.05,CASH,Jahid Islam
3274, mirpur,23/04/2026,Garlic 500g,Groceries,6,  ৳43.81 ,15,CARD,Shafiq Ahmed
3275,MOtIJHEeL,2025-12-31,Mustard Oil 1L,Groceries,5,"৳1,059.81",10%,Bkash,Farhana Akter
3276,miRpur,03-31-2026,Sugar 1kg,Groceries,9,"৳1,174.98",10,Nagad,Jahid Islam
3277,dhanmondi,2026-03-15,Garlic 500g,Groceries,12,45,5%,bKash,Sabbir Rahman
3278, Chattogram,2026-03-16,Sugar 1kg,Groceries,13,৳806,20,bkash,Karim Hossain
3279,MOTIJHEEL ,02-20-2026,Onion 1kg,null,9,618.40,0.1,bKash,Jahid Islam
3280, motijheel,17/03/2026,Bath Soap,Groceries,17,৳109.23,5%,Nagad
3281,Chattogram,02-01-2026,Sugar 1kg,Groceries,12,৳810.29,20,Card,Lima Khatun
3282, motijheel,2026-04-24,Ginger 500g,Groceries,14,৳1075,0%,nagad,Sabbir Rahman
3283,ChaTtogram,28/02/2026,  Panjabi  ,Clothing,15, 3397.97 ,0.1,CARD,
3284,MOTIJHEEL ,2026-02-17,  Lentil (Masoor) 1kg,Groceries,19,"৳1,206.63",10%,bKash,Karim Hossain
3285,uttara,17/03/2026,Potato 1kg,Groceries,13,41.47,10%,card,Lima Khatun
3286,motIjhEeL,03-30-2026,Rice 25kg,Groceries,2,৳323,5,BKASH,
3287,UTTARA ,31/12/2025,Garlic 500g,-,8,৳43,15,Nagad,Mehedi Hasan
3288,MIRPUR,2026-01-13,Rice 25kg,Groceries,19,1136,0.0,bkash,Karim Hossain
3289,CHattogram ,02-02-2026,Extension Cord,Electronics,10,2968.34,0.25,Card,Tanvir Hasan
3290,dhanmondi,25/01/2026,  Onion 1kg,Groceries,16, 809.93 ,0%,NAGAD,Nusrat Jahan
3291,CHATTOGRAM ,09/04/2026,Detergent 1kg,Groceries,7,৳442,5,Cash,Arif Chowdhury
3292, dhanmonDI,04-16-2026,  Lungi  ,Clothing,2,"৳3,200.74",10,BKASH
3293,chattogram,17/03/2026,Electric Kettle,Electronics,14,"৳5,016",0%,Nagad,Nusrat Jahan
3294,MOtijheEL,2026-03-30,Garlic 500g ,Groceries,12,224,0.05,Nagad,Karim Hossain
3295, Chattogram,04/04/2026,Biscuit Pack,Groceries,15, 522.81 ,0.2,Bkash,Arif Chowdhury
3296,Motijheel,09/02/2026,Milk Powder 500g,Groceries,11,1404.69,10%,bKash,Sumaiya Sultana
3297,DHANMONDI,01/02/2026,Garlic 500g ,Groceries,11,৳441,10,CARD,Jahid Islam
3298,gUlSHan,2026-02-12,Rechargeable Fan,Electronics,16,৳4809,5%,bkash,Sumaiya Sultana
3299,uttara ,2026-04-11,Toothpaste ,Groceries,13,104.79,0.1,Cash,Lima Khatun
3300, motijheel,14/04/2026,Extension Cord,,9,"৳4,420.00",25,nagad,Sabbir Rahman
3301,Dhanmondi ,02-17-2026,Flour 2kg,Groceries,1,৳383.62,10,Card,Rahim Uddin
3302, motijheel,01-26-2026,Saree,Clothing,20,"৳3,994.20",0.1,nagad,
3303,Motijheel,05/01/2026,  Potato 1kg,Groceries,3,৳1432.85,15%,Cash,Karim Hossain
3304, gulshan ,13/03/2026,Lentil (Masoor) 1kg,Groceries,7,৳340,0.2,CARD,NULL
3305,CHATTOGRAM ,2026-02-06,Salt 1kg,,20,৳531.73,0.05,cash,Sumaiya Sultana
3306,Uttara,04-15-2026,Rice 5kg,Groceries,18,৳1068,10,card,Jahid Islam
3307,MOTIJHEEL ,04-04-2026,Iron,Electronics,17,৳5087.72,15%,bKash,Nusrat Jahan
3308,CHATTOGRAM ,03-14-2026,Lungi,Clothing,12,3591,0.1,bkash,
3309,guLshan,2026-02-18,Rice 25kg,,3,৳474.02,5,cash,Arif Chowdhury
3310,GUlshaN,2026-01-16,Onion 1kg,N/A,7,৳961.73,0.1,cash,Karim Hossain
3311,mirpur,29/01/2026,Lungi,-,9,3940.80,0.15,Nagad,
3312,CHATTOGRAM ,04-18-2026,  Lentil (Masoor) 1kg,Groceries,20,1062.77,5%,Nagad,Jahid Islam
3313,CHATTOGRAM ,01-30-2026,Toothpaste,Groceries,3,৳397.75,20,bkash,NULL
3314,Mirpur ,04-02-2026,  Electric Kettle,Electronics,5,৳843,10%,CARD,Farhana Akter
3315,gulshan,2026-01-06,  Electric Kettle  ,Electronics,14,৳331,25%,bKash,Tanvir Hasan
3316,dhanmondi,2026-01-23,Rechargeable Fan,Electronics,11,"৳5,139.17",15,Nagad,Tanvir Hasan
3317,Dhanmondi ,15/02/2026,Rice 25kg,Groceries,8,৳1158,0.1,Nagad,Arif Chowdhury
3318,UtTArA,01-03-2026,  Panjabi,Clothing,14,৳837,5,CASH,Sabbir Rahman
3319, mirpur,2026-01-23,Rechargeable Fan,Electronics,12,"৳2,348.17",10,CARD,Karim Hossain
3320,dHanmONdi,2026-02-16,Flour 2kg,Groceries,5,916.61,0.1,NAGAD,Sumaiya Sultana
3321,MIRPuR,21/02/2026,Biscuit Pack,Groceries,2,1230,5,Nagad,Shafiq Ahmed
3322,Dhanmondi,04-17-2026,Onion 1kg,Groceries,11, 1148.14 ,10%,BKASH,Sumaiya Sultana
3323,chattOgram,20/03/2026,  Rice 25kg,Groceries,19,190,0,Nagad,Jahid Islam
3324,UTTARA ,2026-01-12,  Sugar 1kg,Groceries,6,867,20%,cash,Nusrat Jahan
3325, motijheel,02-14-2026,Extension Cord,Electronics,17,"৳4,244",0.1,NAGAD,Tanvir Hasan
3326,uttara,02-14-2026,Potato 1kg ,Groceries,19,1099,5%,Bkash,Lima Khatun
3327, gulshan ,2026-03-29,LED Bulb 9W,,17,535.66,15,Card,Lima Khatun
3328,uttara,01/03/2026,লবণ ,Groceries,6,৳698,0.15,CARD,
3329,mirpur,22/03/2026,Panjabi,-,5,"৳3,399",5,BKASH,Jahid Islam
3330,motijheel,01/02/2026,Saree,Clothing,9,৳4221.29,10%,NAGAD,Shafiq Ahmed
3331,CHATTOGRAM ,2026-04-23,  Saree,Clothing,1,4029.99,0.0,Cash,Shafiq Ahmed
3332,dhanMONdi,03-08-2026,Lentil (Masoor) 1kg,Groceries,4,৳297,5,nagad,Farhana Akter
3333,UTTARA ,2026-02-07,Flour 2kg,Groceries,5,  ৳735.92 ,25,bkash,Rahim Uddin
